word	pinyin	english	chinese	num_sentences_needed
联想	lian2 xiang3	word prediction and auto-complete functions of input method editing programs	输入法的词语预测与补全功能	7
不简单	bu4 jian3 dan1	not simple; rather complicated	并非简单有一定复杂性	7
不简单	bu4 jian3 dan1	remarkable; marvelous	了不起或颇有本领	7
白天	bai2 tian1	daytime	白昼，天亮后的时间	7
白天	bai2 tian1	during the day	在白天期间	7
白天	bai2 tian1	day	一天中的白昼时段	2
真人	zhen1 ren2	a real person	真实存在的人	2
真人	zhen1 ren2	Daoist spiritual master	道教中得道的修炼者或师傅	2
博	bo2	(bound form) abundant; plentiful; extensive; wide	丰富广泛	7
博	bo2	to win; to gain	获得胜利或利益	7
