word	pinyin	english	chinese	num_sentences_needed
基本需要	ji1 ben3 xu1 yao4	basic necessity	维持生活的必需品	7
基本需要	ji1 ben3 xu1 yao4	fundamental need	人的根本性需求	7
正当时	zheng4 dang1 shi2	the right time for sth	做某事的合适时间	7
正当时	zheng4 dang1 shi2	the right season (for planting cabbage)	适宜某事的季节时令	7
光荣	guang1 rong2	honor and glory	荣耀或光彩	7
光荣	guang1 rong2	glorious	值得骄傲的光彩辉煌	7
视野	shi4 ye3	field of view	视线所及的范围	2
视野	shi4 ye3	(fig.) outlook; perspective	比喻的眼界或观点范围	7
规矩	gui1 ju5	fig. established standard	约定俗成的标准	7
规矩	gui1 ju5	rule	正式制定的规则	7
