word	pinyin	english	chinese	num_sentences_needed
化工	hua4 gong1	chemical engineering (abbr. for 化學工程|化学工程[hua4 xue2 gong1 cheng2])	研究和设计化学工艺与设备的工程学科	7
喔	o1	(interjection) oh; I see (used to indicate realization, understanding)	表示恍然大悟或领会的感叹词	7
喔	o5	(Tw) (sentence-final particle) (used to convey a friendly tone when giving an admonition or correcting sb etc)	句末助词，语气亲切用于提醒或纠正	7
喔	wo1	(onom.) cry of a rooster (usu. reduplicated)	拟声词，表示公鸡的啼叫声	7
喂	wei2	hello (when answering the phone)	接电话时的招呼用语	7
喂	wei4	hey	唤人注意的呼喊	7
喂	wei4	to feed (an animal, baby, invalid etc)	给动物或婴儿喂食	7
喂	wei4	to feed	提供食物或供养他人	7
确立	que4 li4	to establish	建立制度、原则或地位	2
确立	que4 li4	to institute	创立机构或制定规则	7
