word	pinyin	english	chinese	num_sentences_needed
耳	er3	handle (archaeology)	器物上的把手或柄	6
耳	er3	and that is all (Classical Chinese)	文言中表示仅此而已	6
游戏设备	you2 xi4 she4 bei4	gaming device	用于运行游戏的硬件设备	6
游戏设备	you2 xi4 she4 bei4	controller (for computer or console)	游戏手柄或控制器	6
运动会	yun4 dong4 hui4	sports competition	学校或单位举办的体育竞赛	6
听众	ting1 zhong4	audience	现场演出或讲座的观众或听者	1
听众	ting1 zhong4	listeners	广播或节目固定的收听者群体	6
火焰	huo3 yan4	blaze	猛烈燃烧的火舌	6
火焰	huo3 yan4	flame	燃烧时显现的光亮火舌	6
唔	wu2	oh (expression of agreement or surprise)	表示应答或惊讶的语气词	6
