word	pinyin	english	chinese	num_sentences_needed
散文	san3 wen2	(broadly) prose (as opposed to verse)	与诗歌对立的散体文字	6
散文	san3 wen2	(more narrowly) free-form literary prose, such as essays, sketches and reflections	自由体文学散文如随笔小品	6
结尾	jie2 wei3	ending	事情或文稿的结尾部分	6
结尾	jie2 wei3	coda	乐曲的尾声或终句	6
结尾	jie2 wei3	to wind up	把事情结束或收尾	6
销售点	xiao1 shou4 dian3	point of sale (POS)	销售终端或收银系统	6
销售点	xiao1 shou4 dian3	checkout	收银台或结账处	6
销售点	xiao1 shou4 dian3	retail outlet	零售店或销售网点	6
星座	xing1 zuo4	constellation	由恒星组成的星群名称	6
星座	xing1 zuo4	astrological sign	占星学中代表人格或命盘的星相	6
