word	pinyin	english	chinese	num_sentences_needed
断层	duan4 ceng2	fault (geology) (CL:道[dao4])	岩层错动形成的断裂面	1
断层	duan4 ceng2	(fig.) gap; rupture (in the transmission of some skill)	比喻性的断裂或传承中断	5
断层	duan4 ceng2	(tomography) cross-sectional	表示横断面的或横截面成像	6
新生儿	xin1 sheng1 er2	newborn baby	刚出生的婴儿	6
新生儿	xin1 sheng1 er2	neonate	医学上指出生后28天内的婴儿	6
长龙	chang2 long2	long queue	很长的排队队伍	6
长龙	chang2 long2	long line (of cars, people etc)	车辆或人群延伸的长列	1
宗教团	zong1 jiao4 tuan2	religious order	宗教界的修道团体	6
宗教团	zong1 jiao4 tuan2	religious grouping	宗教性质的团体或组织	6
曙光	shu3 guang1	the first light of dawn	破晓的第一缕光	6
