word	pinyin	english	chinese	num_sentences_needed
晚饭	wan3 fan4	evening meal	晚上的正餐	1
晚饭	wan3 fan4	dinner	晚间的家常一餐	6
晚饭	wan3 fan4	supper	睡前吃的简单晚餐	6
定律	ding4 lu:4	scientific law (e.g. law of conservation of energy)	自然科学中的普遍规律	1
定律	ding4 lu:4	"(in human affairs) a generalization based on observation (e.g. ""power corrupts"")"	基于观察的社会行为概括	6
长征	Chang2 zheng1	Long March (retreat of the Red Army 1934-1935)	中国工农红军1934至1935年的长征	6
长征	chang2 zheng1	expedition	远征性的军事行动	6
长征	chang2 zheng1	long journey	漫长的旅行或远行	1
上将	shang4 jiang4	general	陆军的高级将领军衔	1
上将	shang4 jiang4	admiral	海军的高级将领军衔	6
