word	pinyin	english	chinese	num_sentences_needed
名义	ming2 yi4	titular	名义上的头衔或职务	7
名义	ming2 yi4	nominal	仅有名称而无实际权力	7
名义	ming2 yi4	in name	仅在名义上存在	7
名义	ming2 yi4	ostensible purpose	表面上的目的或理由	2
温度	wen1 du4	temperature	物体或环境的冷热程度	2
演	yan3	to perform (a play etc); to stage (a show)	上演戏剧或表演节目	7
演	yan3	(bound form) to develop; to play out; to carry out (a task)	逐步展开或执行一个过程或任务	7
味道	wei4 dao5	flavor; taste	食物的风味	7
味道	wei4 dao5	(fig.) feeling (of ...); sense (of ...); hint (of ...)	带有某种意味或氛围	2
味道	wei4 dao5	(fig.) interest; delight	趣味或兴趣	1
