word	pinyin	english	chinese	num_sentences_needed
为期	wei2 qi1	(to be done) by (a certain date)	以某一日期为截止	7
为期	wei2 qi1	lasting (a certain time)	持续一定期限	6
亨利	Heng1 li4	Henry (name)	男性名字亨利	7
亨利	Heng1 li4	henry (unit of inductance)	电感单位亨利	7
人心	ren2 xin1	the will of the people	人民的意志或集体意愿	7
无道	wu2 dao4	tyrannical	专横暴虐	7
无道	wu2 dao4	brutal (regime)	残暴的统治	7
台湾大学	Tai2 wan1 Da4 xue2	National Taiwan University	国立台湾大学	7
台湾大学	Tai2 wan1 Da4 xue2	abbr. to 臺大|台大[Tai2 Da4]	台湾大学，常称台大	7
工作室	gong1 zuo4 shi4	studio	个人或团队的创作工作室	7
