word	pinyin	english	chinese	num_sentences_needed
剂	ji4	classifier for a dose of medicine	表示一剂药的量词	7
郭	Guo1	surname Guo	郭姓	7
郭	guo1	outer city wall	城市外围的城墙	7
型号	xing2 hao4	model (particular version of a manufactured article)	制造品的具体型号或款式	2
型号	xing2 hao4	type (product specification in terms of color, size etc)	按颜色尺码等规格划分的型号	7
此处	ci3 chu4	this place	这一具体位置或处所	7
此处	ci3 chu4	here (literary)	此地的书面或文言用法	7
武士	wu3 shi4	warrior	从事战斗的武人或战士	2
武士	wu3 shi4	samurai	日本传统的武士阶层	7
储备	chu3 bei4	to store up	储存以备使用	7
