word	pinyin	english	chinese	num_sentences_needed
定出	ding4 chu1	to fix upon	选定或决定某项方案	6
定出	ding4 chu1	to set (a target, a price etc)	设定（目标、价格等）	6
长安	Chang2 an1	Chang'an (ancient name of Xi'an 西安[Xi1 an1]), capital of several Chinese dynasties from 202 BC to 907 CE	古代都城长安 即今日西安的古称	1
曼哈顿	Man4 ha1 dun4	Manhattan island	曼哈顿岛	6
曼哈顿	Man4 ha1 dun4	Manhattan borough of New York City	纽约市的曼哈顿行政区	6
下场	xia4 chang3	to leave (the stage, an exam room, the playing field etc)	离开舞台或退出现场	1
下场	xia4 chang3	to take part in some activity	参加某项活动或应阵上场	6
下场	xia4 chang3	to take an examination (in the imperial examination system)	赴试参加科举或应考	5
下场	xia4 chang5	the end	事情或人的最终结局	1
下场	xia4 chang5	to conclude	使事件或场面结束收场	6
