word	pinyin	english	chinese	num_sentences_needed
笑谈	xiao4 tan2	to laugh over sth	把某事当笑料谈起	2
笑谈	xiao4 tan2	to make light chat	以轻松或玩笑语气谈论	4
天线	tian1 xian4	antenna; aerial	接收或发送无线信号的天线装置	6
天线	tian1 xian4	(fig.) connection to higher authorities; channel to influential people	与上层或权贵相通的关系渠道	6
太监	tai4 jian4	court eunuch	朝廷中的宦官	6
太监	tai4 jian4	palace eunuch	宫廷内的宦官	6
头像	tou2 xiang4	portrait; bust	人物画像或半身像	3
头像	tou2 xiang4	(computing) profile picture; avatar	社交媒体或软件的个人头像图片	6
抓拍	zhua1 pai1	to capture (an image)	捕捉瞬间画面为影像	6
抓拍	zhua1 pai1	to snap (a photo)	快速拍摄定格的照片	6
