word	pinyin	english	chinese	num_sentences_needed
地上	di4 shang5	on the floor	在室内地板表面	7
改进	gai3 jin4	to improve; to make better	改良使更完善或有效	2
改进	gai3 jin4	improvement	改良或优化的结果	7
重复	chong2 fu4	to duplicate	复制或复刻	7
教训	jiao4 xun5	to provide guidance; to lecture sb; to upbraid	训诫或指责他人	2
教训	jiao4 xun5	a talking-to; a bitter lesson	惨痛的经验教益	7
不见	bu4 jian4	not to see	看不到或未曾见到	7
不见	bu4 jian4	not to meet	未与某人会面或碰面	5
不见	bu4 jian4	to have disappeared	已经消失不再出现	7
不见	bu4 jian4	to be missing	下落不明或物品缺失	3
