word	pinyin	english	chinese	num_sentences_needed
波音	bo1 yin1	mordent (music)	音乐中的短促装饰音，快速反复相邻音	6
比重	bi3 zhong4	proportion	在整体中所占的比例	1
比重	bi3 zhong4	specific gravity	物质的比重或相对密度	4
房产	fang2 chan3	real estate	不动产，土地和房屋等财产	1
房产	fang2 chan3	the property market (e.g. houses)	房屋买卖的市场或行业	6
户口	hu4 kou3	population (counted as number of households for census or taxation)	按户统计的居民人数	1
户口	hu4 kou3	registered residence	登记的常住户籍所在地	2
户口	hu4 kou3	residence permit	官方签发的居住许可证明	6
户口	hu4 kou3	(in Hong Kong and Macau) bank account	香港澳门称的银行账户	6
见识	jian4 shi5	to gain first-hand knowledge of sth	亲眼或亲身接触以获得知识	6
