word	pinyin	english	chinese	num_sentences_needed
表明	biao3 ming2	to make clear	使含义或情况清楚	3
表明	biao3 ming2	to make known	使为人所知	8
表明	biao3 ming2	to state clearly	明确陈述事实或观点	8
表明	biao3 ming2	to indicate	指示或显示某种意义	8
表明	biao3 ming2	known	已为人所知	8
基	ji1	(bound form) base; foundation	基础或根基	8
基	ji1	(bound form) radical (chemistry)	化学中的基团或自由基	8
基	ji1	(bound form) gay (loanword from English into Cantonese, Jyutping: gei1, followed by orthographic borrowing from Cantonese)	俚语 指男同性恋者	8
气	qi4	gas; air	空气或气体	8
气	qi4	smell	气味或气息	8
