word	pinyin	english	chinese	num_sentences_needed
爱德华	Ai4 de2 hua2	Edward	英文名爱德华的汉语译名	6
爱德华	Ai4 de2 hua2	Édouard (name)	法语名的汉语音译	6
呼声	hu1 sheng1	a shout	大声喊叫	1
呼声	hu1 sheng1	fig. opinion or demand, esp. expressed by a group	群众表达的意见或要求	1
进修	jin4 xiu1	to undertake advanced studies	进行高级学习或深造	1
进修	jin4 xiu1	to take a refresher course	参加短期进修或补习课程	6
哄	hong1	roar of laughter (onom.)	哄笑声或大笑的喧闹	6
哄	hong1	hubbub	嘈杂的喧闹声或喧嚣	6
哄	hong1	to roar (as a crowd)	人群发出的大声喧哗	6
哄	hong3	to deceive	用言语欺骗或哄骗他人	6
