word	pinyin	english	chinese	num_sentences_needed
死神	si3 shen2	mythological figure (such as the Grim Reaper) in charge of taking the souls of those who die	掌管人类魂魄的神祇	6
死神	si3 shen2	(fig.) death	象征死亡的形象	1
内化	nei4 hua4	internalization	将外在事物转化为内部结构的过程	6
内化	nei4 hua4	to internalize	把观念或技能内化为自身习惯	6
多方	duo1 fang1	in many ways	用多种方法或角度	1
多方	duo1 fang1	from all sides	来自各个方面或各方来往	3
每常	mei3 chang2	frequently (in the past)	过去常常发生的情况	6
每常	mei3 chang2	regularly	有规律地，经常地发生	6
活便	huo2 bian4	nimble	动作灵活反应快	6
活便	huo2 bian4	agile	身体或动作敏捷轻快	6
