word	pinyin	english	chinese	num_sentences_needed
味	wei4	(TCM) classifier for ingredients of a medicine prescription	中医方剂中药味的量词	7
职权	zhi2 quan2	authority	由职务赋予的合法权力	2
职权	zhi2 quan2	power over others	对他人具有支配或控制的权力	7
听写	ting1 xie3	(of a pupil) to write down (in a dictation exercise); dictation	按口述内容写下的听写练习	7
听写	ting1 xie3	(music) to transcribe by ear	凭听觉将音乐转写成乐谱	7
唉	ai1	interjection or grunt of agreement or recognition (e.g. yes, it's me!)	表示认出或应答的感叹声	7
唉	ai1	to sigh	发出叹息表示无奈	7
唉	ai4	alas	表示遗憾的感叹词	7
唉	ai4	oh dear	表示担忧或惋惜的感叹词	7
讲和	jiang3 he2	to make peace	结束敌对达成和平	7
