word	pinyin	english	chinese	num_sentences_needed
爱心	ai4 xin1	charity (bazaar, golf day etc)	用于慈善筹款或义卖的活动	7
爱心	ai4 xin1	heart (the symbol ♥)	表示爱的心形符号	7
爱上	ai4 shang4	to fall in love with	开始对某人产生爱意	7
爱上	ai4 shang4	to be in love with	处于恋爱状态	7
连任	lian2 ren4	to continue in (a political) office	继续担任原有公职	7
连任	lian2 ren4	to serve for another term of office	再次当选或续任一个任期	2
遇上	yu4 shang4	to come across (sb)	偶然碰到某人	7
遇上	yu4 shang4	to run into	碰面或不期而遇	7
问名	wen4 ming2	to enquire, according to custom, after the name and horoscope of intended bride	按习俗询问拟娶女子姓名生辰	7
问名	wen4 ming2	one of a set of six traditional marriage protocols (六禮|六礼), in which name as well as date and time of birth (for horoscope) are formally requested of the prospective bride's family	六礼中正式索取女方姓名与生辰的礼节	7
