word	pinyin	english	chinese	num_sentences_needed
去	qu4	to reduce	减少数量或降低程度	10
去	qu4	to be apart from in space or time	在空间或时间上与…相隔	10
去	qu4	to die (euphemism)	委婉地指死亡或去世	10
去	qu4	to play (a part)	在戏剧或情境中扮演角色	10
去	qu4	(when used either before or after a verb) to go in order to do sth	表示去做某事的动作	10
去	qu4	(after a verb of motion indicates movement away from the speaker)	动词后表示远离说话者的移动	10
去	qu4	(used after certain verbs to indicate detachment or separation)	动词后表示分离或脱离	10
又	you4	(once) again	表示动作或情况再次发生	10
又	you4	also	表示附加或并列，也	10
又	you4	both... and...	表示两者同时具备，既又	10
