word	pinyin	english	chinese	num_sentences_needed
圣地	sheng4 di4	center of historic interest	历史遗迹或名胜的中心地带	6
忧虑	you1 lu:4	to worry	为某事担心惦念	6
忧虑	you1 lu:4	anxiety (about)	对将来或结果感到焦虑	6
激起	ji1 qi3	to arouse	唤起情绪或兴致	6
激起	ji1 qi3	to evoke	引发联想或回忆	6
激起	ji1 qi3	to cause	导致发生或产生	6
激起	ji1 qi3	to stir up	煽动或挑起纷争	6
问候	wen4 hou4	to give one's respects	向他人表达问候或致意	2
问候	wen4 hou4	to send a greeting	传达慰问、祝福或关切之意	6
问候	wen4 hou4	(fig.) (coll.) to make offensive reference to (somebody dear to the person to whom one is speaking)	以冒犯方式提及对方亲近之人	6
