word	pinyin	english	chinese	num_sentences_needed
当年	dang1 nian2	in those days; back then; in those years	往昔那段时间	8
当年	dang4 nian2	that very same year	同一年度	4
冲突	chong1 tu1	conflict	意见或利益不一致的争执	8
冲突	chong1 tu1	to conflict	与某事物或某人发生矛盾	1
冲突	chong1 tu1	clash of opposing forces	武装或力量之间的直接交锋	8
冲突	chong1 tu1	collision (of interests)	不同利益之间的碰撞和对立	8
培训	pei2 xun4	to cultivate	有计划地培养能力和知识	8
培训	pei2 xun4	to train	对员工或学员进行技能训练	8
培训	pei2 xun4	to groom	为特定职位有目的地培养接班人	8
培训	pei2 xun4	training	有组织的教学或训练课程	3
