word	pinyin	english	chinese	num_sentences_needed
两极	liang3 ji2	the north and south poles	地球的南北两极	1
两极	liang3 ji2	both ends of sth	某事物的两个对立端	6
两极	liang3 ji2	electric or magnetic poles	电学或磁学的极性端	5
公分	gong1 fen1	centimeter (cm)	长度单位厘米	1
公分	gong1 fen1	gram (g)	质量单位克	6
毛孩子	mao2 hai2 zi5	child; kid	小孩	6
毛孩子	mao2 hai2 zi5	(slang) furry pet (such as a dog or cat)	毛茸茸的宠物	6
共鸣	gong4 ming2	(physics) to resonate; resonance	物体或系统发生共振的现象	6
共鸣	gong4 ming2	sympathetic response	情感上产生的共感或呼应	6
大帝	da4 di4	heavenly emperor	宗教或神话中的至高帝王	6
