word	pinyin	english	chinese	num_sentences_needed
怀疑者	huai2 yi2 zhe3	suspecter	怀疑并指责他人的人	6
问安	wen4 an1	to pay one's respects	致意问候以表示敬意	5
问安	wen4 an1	to give regards to	向他人转达问候平安	6
肖像	xiao4 xiang4	portrait (painting, photo etc)	人物的画像或照片	6
肖像	xiao4 xiang4	(in a general sense) representation of a person	对人物形象的再现或描绘	6
肖像	xiao4 xiang4	likeness	人物面容的相似再现	6
递	di4	to hand over; to pass on; to deliver	交付传递	6
递	di4	(bound form) progressively; in the proper order	按顺序逐次进行	6
胜任	sheng4 ren4	qualified	具有担任某职务的资格	6
胜任	sheng4 ren4	competent (professionally)	在专业上能够胜任工作	6
