word	pinyin	english	chinese	num_sentences_needed
手电	shou3 dian4	flashlight	电池供电的手持照明灯	1
手电	shou3 dian4	torch	手持式便携照明用具	6
打入	da3 ru4	to penetrate; to break into (a market, social group etc); to infiltrate (enemy ranks etc)	渗透进入某市场或群体	6
打入	da3 ru4	to banish to; to relegate to	贬谪或迫使进入不利处境	6
打入	da3 ru4	to insert; to inject	把某物插入或注入	6
打入	da3 ru4	to crack (an egg) into (a bowl etc)	把蛋打入碗等容器	6
打动	da3 dong4	to move (to pity)	使人产生同情或怜悯	6
打动	da3 dong4	arousing (sympathy)	激起他人共鸣或赞赏	1
打动	da3 dong4	touching	触动心弦使感情流露	6
亲生	qin1 sheng1	one's own (child) (i.e. one's child by birth)	血缘关系的子女	6
