word	pinyin	english	chinese	num_sentences_needed
朱	zhu1	(bound form) cinnabar	朱砂矿物	7
主力	zhu3 li4	main force	组织或队伍的主要力量	2
主力	zhu3 li4	main strength of an army	承担作战重任的主力部队	7
架构	jia4 gou4	to construct; to build	搭建或构造体系	7
架构	jia4 gou4	structure; framework; architecture	事物的组织结构或框架	7
脆弱	cui4 ruo4	weak	抵抗力或能力薄弱不坚固	7
脆弱	cui4 ruo4	frail	体质或精神上易受损伤	7
校	jiao4	to check; to collate; to proofread	校对、核勘或校验文本	7
校	xiao4	(bound form) school; college	学校或高等教育机构	7
校	xiao4	(bound form) (military) field officer	军队中的校级军官或军衔级别	7
