word	pinyin	english	chinese	num_sentences_needed
指引	zhi3 yin3	guidance	提供行动或决策的指导	7
指引	zhi3 yin3	guidelines	供遵循的原则或准则	7
衣	yi1	clothes	衣物或服装	7
衣	yi1	Kangxi radical 145	康熙字典部首第145	7
衣	yi4	to dress	给人穿衣或为其着装	7
衣	yi4	to wear	穿戴衣物	7
衣	yi4	to put on (clothes)	把衣服穿到身上	7
天条	tian1 tiao2	heavenly decree; divine commandment; (fig.) unbreakable taboo; absolute edict (often humorous or sarcastic)	神圣不可违的戒律或绝对法令	5
天条	tian1 tiao2	prohibition decrees of the Taiping Heavenly Kingdom 太平天國|太平天国[Tai4 ping2 Tian1 guo2]	太平天国的禁止性条文	7
天生	tian1 sheng1	nature	先天形成的本性	7
