word	pinyin	english	chinese	num_sentences_needed
现行	xian4 xing2	to be in effect	正在实施或执行	7
现行	xian4 xing2	in force	具有法律或规章效力	7
虐待	nu:e4 dai4	to mistreat	以残酷方式对待	7
虐待	nu:e4 dai4	to maltreat	粗暴或不人道地对待他人	7
虐待	nu:e4 dai4	to abuse	长期或严重地造成身体或精神伤害	7
虐待	nu:e4 dai4	mistreatment	对他人的残酷对待行为	7
虐待	nu:e4 dai4	maltreatment	对他人造成伤害的不当对待	7
拓展	tuo4 zhan3	to expand; to extend; to broaden (client base, outlook, territory etc)	扩大延伸范围或内容	7
拓展	tuo4 zhan3	(computing) to scale up; to increase system capacity	计算机中扩大系统容量	7
冷静	leng3 jing4	calm; cool-headed; dispassionate	头脑冷静不易激动	2
