word	pinyin	english	chinese	num_sentences_needed
直达	zhi2 da2	(transportation) to reach the destination without changing service or without stopping	交通工具无需换乘或不停站直通	2
直达	zhi2 da2	(of a train, flight etc) direct; nonstop	列车或航班不停靠的直通服务	6
目击	mu4 ji1	to see with one's own eyes	亲眼看到	1
目击	mu4 ji1	to witness	现场目击	6
午饭	wu3 fan4	lunch	中午吃的正餐 午饭	6
看守	kan1 shou3	to watch over	监管并防止他人接近	6
厄	e4	distressed	处于困境或受难状态	6
去除	qu4 chu2	to remove	去掉或消除不需要之物	1
去除	qu4 chu2	to dislodge	把粘着或嵌住之物取出或松开	6
友情	you3 qing2	friendly feelings	友好或亲切的情感	1
