word	pinyin	english	chinese	num_sentences_needed
虔诚	qian2 cheng2	devout	庄重虔敬的信仰态度	6
虔诚	qian2 cheng2	sincere	真挚誠恳的情感或态度	6
其一	qi2 yi1	one of the given (options etc)	若干项中的一项	6
其一	qi2 yi1	the first	第一项	6
其一	qi2 yi1	firstly	首先	6
蜀	Shu3	short name for Sichuan 四川[Si4 chuan1] province	四川省的简称	6
蜀	Shu3	one of the Three Kingdoms 三國|三国[San1 guo2] after the Han dynasty, also called 蜀漢|蜀汉[Shu3 Han4], situated around what is now Sichuan province	三国时期的蜀国蜀汉	6
生父母	sheng1 fu4 mu3	biological parents	生物学上的父母	6
生父母	sheng1 fu4 mu3	natural parents	出生时的亲生父母	6
界定	jie4 ding4	definition	概念或范围的界定	6
