word	pinyin	english	chinese	num_sentences_needed
术	zhu2	various genera of flowers of Asteracea family (daisies and chrysanthemums), including Atractylis lancea	菊科若干花卉属的通称	7
权益	quan2 yi4	rights	法定应享的权利和利益	2
权益	quan2 yi4	interests	个人或集体的经济与实际利益	7
权益	quan2 yi4	rights and benefits	权利与利益并存的权益性质	7
传递	chuan2 di4	to transmit; to pass on to sb else	把物品、信息或消息交给别人	7
传递	chuan2 di4	(math.) transitive	数学上指具有传递性的性质	7
正面	zheng4 mian4	obverse side	物品上主要图案或文字的一面	1
正面	zheng4 mian4	right side	朝向右侧的一面	7
正面	zheng4 mian4	open	公开坦率毫无隐瞒	7
毁	hui3	to destroy; to ruin	毁坏或使丧失原状	7
