word	pinyin	english	chinese	num_sentences_needed
病房	bing4 fang2	sickroom	家中或机构中病人休养的房间	6
泛滥	fan4 lan4	to overflow; to inundate; to flood	水势溢出并淹没大片地区	6
泛滥	fan4 lan4	(fig.) to proliferate unchecked	事物无节制地扩散或大量滋生	6
传教	chuan2 jiao4	to preach	宣讲宗教教义	6
传教	chuan2 jiao4	missionary	从事传教活动的人	1
传教	chuan2 jiao4	to evangelize	传播宗教以发展信徒	6
侦察	zhen1 cha2	to investigate a crime	调查犯罪案件以收集证据	6
侦察	zhen1 cha2	to scout	察看并报告地形或敌情	6
侦察	zhen1 cha2	to reconnoiter	对地区进行军事或侦察性探查	6
侦察	zhen1 cha2	reconnaissance	军事或情报上的侦察行动	6
