word	pinyin	english	chinese	num_sentences_needed
羡慕	xian4 mu4	to envy	因渴望他人所拥有而羡慕	6
羡慕	xian4 mu4	to admire	赞赏或仰慕他人的品质或成就	6
演绎	yan3 yi4	(of a story etc) to unfold; to play out	把故事情节逐步展开呈现	6
演绎	yan3 yi4	to develop (a technique etc)	将方法或技巧具体发展并应用	6
演绎	yan3 yi4	to enact	把概念或文本演成戏剧性场面	6
演绎	yan3 yi4	(logic) to deduce; to infer	通过逻辑推理得出结论	6
通车	tong1 che1	(of a locality) to have a transportation service	具有交通运输服务	6
通车	tong1 che1	(Tw) to commute	通勤往返	6
态势	tai4 shi4	posture	身体的姿势或姿态	6
态势	tai4 shi4	situation	局面或形势	1
