word	pinyin	english	chinese	num_sentences_needed
三项	san1 xiang4	three terms	由三个学期或条款组成的项目	6
三项	san1 xiang4	tri-	表示三的前缀或复合词首部	6
三项	san1 xiang4	trinomial, ternary (math.)	代数中的三项式或三元结构	6
三项	san1 xiang4	triathlon (abbr. for 三項全能|三项全能)	三项全能比赛的简称	6
三不知	san1 bu4 zhi1	to know nothing about the beginning, the middle or the end	对起因经过结果一无所知	6
三不知	san1 bu4 zhi1	to know nothing at all	完全不知道任何事情	6
宝藏	bao3 zang4	precious mineral deposits	富含贵重矿产的矿藏	6
宝藏	bao3 zang4	hidden treasure	隐藏或埋藏的宝物	6
宝藏	bao3 zang4	(fig.) treasure	比喻珍贵事物或资源	3
宝藏	bao3 zang4	(Buddhism) the treasure of Buddha's law	佛教中所指的佛法宝藏	6
