word	pinyin	english	chinese	num_sentences_needed
养	yang3	to give birth	生育子女	7
年前	nian2 qian2	by the end of the year	在年底之前	7
年前	nian2 qian2	at the end of the year; shortly before New Year	临近新年前夕的时段	7
强制	qiang2 zhi4	to force; to compel; to coerce	以权力或法律强迫执行	2
强制	qiang2 zhi4	forced; compulsory	被迫的或必须遵守的状态	7
后果	hou4 guo3	consequences	行为或事件造成的结果	2
后果	hou4 guo3	aftermath	事件结束后的余波或后续影响	7
循环	xun2 huan2	to cycle	循环往复的运动过程	7
循环	xun2 huan2	to circulate	在系统中流通传递	7
循环	xun2 huan2	circle	环形路线或循环圈	7
