word	pinyin	english	chinese	num_sentences_needed
不可能	bu4 ke3 neng2	not able	没有能力或条件去完成	8
运行	yun4 xing2	(of celestial bodies etc) to move along one's course	沿轨道或既定路线移动	8
运行	yun4 xing2	(fig.) to function; to be in operation	系统或装置处于工作状态	8
运行	yun4 xing2	(of a train service etc) to operate; to run	列车或服务按时开行营运	8
运行	yun4 xing2	(of a computer) to run	计算机或程序执行运作	8
发展中	fa1 zhan3 zhong1	developing	处于发展阶段的	8
发展中	fa1 zhan3 zhong1	under development	正在筹备或建设之中	8
发展中	fa1 zhan3 zhong1	in the pipeline	尚未完成但在进行中的	8
论	lun4	opinion	意见或见解	8
论	lun4	view	观点或看法	8
