word	pinyin	english	chinese	num_sentences_needed
战线	zhan4 xian4	battle line	交战双方对峙的前线阵地	6
战线	zhan4 xian4	battlefront	战争或战役的战区前沿	4
战线	zhan4 xian4	front	工作或斗争的第一线或前沿	6
处女	chu3 nu:3	virgin; maiden	未发生性关系的女性	1
处女	chu3 nu:3	maiden (voyage etc); virgin (land); (a novelist's) first (work)	首次进行的航行、未开垦的土地或首部作品	4
用字	yong4 zi4	to use letters	使用文字或字母	6
用字	yong4 zi4	to use words	词语选择与使用方式	6
用字	yong4 zi4	diction	措辞风格或用词习惯	6
出入	chu1 ru4	to go out and come in	进出往来	6
出入	chu1 ru4	entrance and exit	出入口或通道	1
