word	pinyin	english	chinese	num_sentences_needed
润	run4	profit; remuneration	获得的利润或报酬	6
润	run4	"(neologism c. 2021) (slang) (loanword from ""run"") to emigrate (in order to flee adverse conditions)"	为逃避困境而移居他国	6
不堪	bu4 kan1	cannot bear	忍受不了，承受不住	6
不堪	bu4 kan1	cannot stand	难以容忍，不能接受	6
不堪	bu4 kan1	utterly	极其，到难以继续的程度	6
不堪	bu4 kan1	extremely	非常，程度极高	6
遍布	bian4 bu4	to cover the whole (area)	覆盖整个地区到处存在	6
遍布	bian4 bu4	to be found throughout	在各处都能找到或分布	1
过得	guo4 de2	How are you getting by?	你过得怎么样（口语问候）	6
过得	guo4 de2	How's life?	生活状况如何（口语）	6
