word	pinyin	english	chinese	num_sentences_needed
就	jiu4	(after a suppositional clause) in that case; then	那样的话	10
就	jiu4	(after a clause of action) as soon as; immediately after	紧接着随即发生	10
就	jiu4	(same as 就是[jiu4 shi4]) merely; nothing else but; simply; just; precisely; exactly	仅仅不过是	10
就	jiu4	only; as little as	只是仅有	10
就	jiu4	as much as; as many as	多达数量之多	10
就	jiu4	to approach; to move towards	靠近接近	10
就	jiu4	to undertake; to engage in	从事承担工作	10
就	jiu4	(often followed by 著|着[zhe5]) taking advantage of	趁着利用机会	10
就	jiu4	(of food) to go with	食物上用于搭配	10
就	jiu4	with regard to; concerning	关于涉及	10
