word	pinyin	english	chinese	num_sentences_needed
构	gou4	to make up	组成整体的各部分	6
构	gou4	to compose	创作或撰写作品	6
构	gou4	literary composition	文学作品或篇章	6
构	gou4	paper mulberry (Broussonetia papyrifera)	造纸用的构树	6
摩托	mo2 tuo1	(loanword) motor	发动机或马达	6
摩托	mo2 tuo1	(loanword) motorbike; motorcycle (abbr. for 摩托車|摩托车[mo2 tuo1 che1])	摩托车即机动二轮车	6
摩尔	Mo2 er3	Moore or Moor (name)	作为姓氏或人名的摩尔	6
摩尔	mo2 er3	mole (chemistry)	化学中表示物质的量的单位摩尔	6
移居	yi2 ju1	to migrate	迁移居住地以另居	1
移居	yi2 ju1	to move to a new place of residence	搬到新住所定居	6
