word	pinyin	english	chinese	num_sentences_needed
嘴里	zui3 li3	on one's lips	唇边或快要说出口的状态	7
嘴里	zui3 li3	speech	口头表达的言语	7
嘴里	zui3 li3	words	所说的话语或措辞内容	7
喷	pen1	to spout; to spurt; to spray; to puff	喷出液体或气体	7
喷	pen1	(slang) to criticize scathingly (esp. online)	网络上对人或事进行尖锐抨击	7
喷	pen4	(of a smell) strong	气味浓烈刺鼻	7
喷	pen4	peak season (of a crop)	作物的盛产期或旺季	7
喷	pen4	(classifier for the ordinal number of a crop, in the context of multiple harvests)	表示第几次收成的量词	7
迁移	qian1 yi2	to migrate	从一处移到另一处	7
迁移	qian1 yi2	to move	把人或物由一地转移到另一地	7
