word	pinyin	english	chinese	num_sentences_needed
剧院	ju4 yuan4	theater	供舞台戏剧歌舞演出的场所	2
天次	tian1 ci4	number of days of sth taking place (e.g. days of heavy pollution)	某事件持续的天数	7
天次	tian1 ci4	days	日数或天数	7
天次	tian1 ci4	occasions	发生的场次或次数	7
传来	chuan2 lai2	(of a sound) to come through	声音传到	7
传来	chuan2 lai2	to be heard	能被听见	7
传来	chuan2 lai2	(of news) to arrive	消息传到	7
水准	shui3 zhun3	level (of achievement etc)	成就或能力的水平	2
水准	shui3 zhun3	standard	可供衡量或遵循的标准	7
水准	shui3 zhun3	level (surveying)	作为测量高差的水平基准	6
