word	pinyin	english	chinese	num_sentences_needed
诱惑	you4 huo4	to entice	用利益或欲望引诱某人做某事	7
诱惑	you4 huo4	to lure	以计策或陷阱诱使他人上当	7
诱惑	you4 huo4	to induce	通过诱人条件促使发生特定行为	7
诱惑	you4 huo4	to attract	吸引注意或好感使人靠近或倾向	7
罪名	zui4 ming2	charge; accusation	对某人提出的指控或罪称	2
罪名	zui4 ming2	stigma; bad name; stained reputation	受到污名化的名声或罪名	7
同性	tong2 xing4	homosexual	同性恋的或指同性恋者	4
洛	Luo4	surname Luo	洛姓	7
洛	Luo4	old name of several rivers (in Henan, Shaanxi, Sichuan and Anhui)	河南陕西四川安徽若干河流的古称	7
追踪	zhui1 zong1	to track; to trace; to follow up	跟踪行动轨迹或搜集线索	7
