word	pinyin	english	chinese	num_sentences_needed
迪士尼	Di2 shi4 ni2	Walt Disney (1901–1966), American animator and film producer	沃尔特迪士尼美国动画师及制片人	6
追还	zhui1 huan2	to recover (lost property or money)	追回失去的物品或款项	6
追还	zhui1 huan2	to win back	使失去的东西重新回到自己手中	6
追随	zhui1 sui2	to follow	跟随在某人或某物之后	1
追随	zhui1 sui2	to accompany	陪伴某人同行或支持其行动	6
吼	hou3	to roar	发出低沉而响亮的吼声	6
吼	hou3	to howl	长声嚎叫如动物的嚎叫	6
吼	hou3	to shriek	尖声喊叫或惊叫	6
吼	hou3	roar or howl of an animal	动物发出的吼叫或嚎叫声	6
吼	hou3	bellow of rage	愤怒时发出的怒吼或吼声	6
