word	pinyin	english	chinese	num_sentences_needed
震	zhen4	one of the Eight Trigrams 八卦[ba1 gua4], symbolizing thunder	八卦中代表雷的卦象	6
震	zhen4	☳	卦象符号☳	6
电死	dian4 si3	to electrocute	用电击致死	6
电死	dian4 si3	to die from an electric shock	因触电而死亡	6
口音	kou3 yin1	(linguistics) oral speech sounds	口腔产生的语音成分	6
总机	zong3 ji1	central exchange	电话总交换机或总控设备	1
总机	zong3 ji1	telephone exchange	用于接转和交换电话的装置	6
总机	zong3 ji1	switchboard	电话接线或分机转接的控制台	6
总集	zong3 ji2	general collection	某一主题的全集或汇编	6
总集	zong3 ji2	anthology	文章或作品的选集汇编	6
