word	pinyin	english	chinese	num_sentences_needed
成片	cheng2 pian4	to cover an area	覆盖一定区域	6
发毛	fa1 mao2	to rant and rave	情绪激动地大声叫嚷	6
发毛	fa1 mao2	to be scared, upset (Beijing dialect)	受惊慌或紧张不安	1
半公开	ban4 gong1 kai1	semiovert	部分公开 有限度地公开	6
半公开	ban4 gong1 kai1	more or less open	较为开放但并非完全公开	6
资料片	zi1 liao4 pian4	a documentary film	纪录片或专题片	6
资料片	zi1 liao4 pian4	(video gaming) expansion; add-on	电子游戏的扩展内容包	6
反超	fan3 chao1	to reverse (the score)	在比分上超过对手实现逆转	1
反超	fan3 chao1	to pull off a comeback	完成逆转并改写局势	6
反超	fan3 chao1	to take the lead	取得领先位置	6
