word	pinyin	english	chinese	num_sentences_needed
念	nian4	twenty (banker's anti-fraud numeral corresponding to 廿[nian4])	银行用大写数字二十	7
成日	cheng2 ri4	all day long	整天不停	7
成日	cheng2 ri4	the whole day	整日	7
成日	cheng2 ri4	the whole time	整个时间段内	2
盘	pan2	tray; plate; dish	盛放食物或物品的盘子或托盘	7
盘	pan2	(finance) (bound form) market prices	金融市场的交易价格或行情	7
盘	pan2	(computing) (bound form) disk	计算机或存储设备的磁盘	7
盘	pan2	to coil (a rope, pigtail etc)	把绳索等缠绕成圈	7
盘	pan2	to check; to examine; to investigate	对案件或事项进行查验和调查	7
盘	pan2	to transfer; to sell (property)	转让或出售财产及其全部资产	7
