word	pinyin	english	chinese	num_sentences_needed
是	shi4	(adverb for emphatic assertion)	用于加强肯定的副词	10
在	zai4	to exist; to be alive	存在或活着	10
在	zai4	(of sb or sth) to be (located) at	位于某处或处于某地	10
在	zai4	(used before a verb to indicate an action in progress)	表示动作正在进行	10
了	le5	(completed action marker)	表示动作已完成的助词	10
了	le5	(modal particle indicating change of state, situation now)	表示状态改变的语气助词	10
了	le5	(modal particle intensifying preceding clause)	语气助词用以加强句意	10
了	liao3	to finish	结束或完成某事	10
了	liao3	"(used with 得[de2] or 不[bu4] after a verb to express (im)possibility, as in 忘不了[wang4 bu5 liao3] ""cannot forget"")"	用于动词后与得或不连用表示能否	10
了	liao3	(literary) (usually followed by a negative such as 無|无[wu2] or 不[bu4]) completely (not); entirely (not); (not) in the least	（书面）完全（常与否定连用）	10
