word	pinyin	english	chinese	num_sentences_needed
挡	dang4	to put in order	把事物整理归类使有序	7
国土	guo2 tu3	country's territory	国家的领土范围	2
国土	guo2 tu3	national land	国家所属的土地与国土资源	7
籍	Ji2	surname Ji	籍姓	7
籍	ji2	(bound form) book; record; register	书册或登记记录	7
籍	ji2	(bound form) place of one's family or ancestral records	户籍或祖籍所在地	7
籍	ji2	(bound form) membership	成员资格或隶属身份	7
粉	fen3	powder	粉末	7
粉	fen3	cosmetic face powder	面部化妆用粉	7
粉	fen3	food prepared from starch; noodles or pasta made from any kind of flour	用淀粉或面粉制成的食物或面条	7
