word	pinyin	english	chinese	num_sentences_needed
老子	lao3 zi5	daddy	爸爸	7
老子	lao3 zi5	"""I, your father"" (in anger, or out of contempt)"	带轻蔑或愤怒语气的自称	5
老子	lao3 zi5	I (used arrogantly or jocularly)	傲慢或戏谑时的自称我	7
老东西	lao3 dong1 xi5	(derog.) old fool	老糊涂的傻瓜	7
老东西	lao3 dong1 xi5	old bastard	卑鄙可恶的老人	7
进行性	jin4 xing2 xing4	progressive	具有持续发展或恶化趋势	7
进行性	jin4 xing2 xing4	gradual	逐步发生的，渐进的	7
应有	ying1 you3	to deserve (attention, respect etc)	应当获得的或理所当然有的	7
应有	ying1 you3	should have (freedoms, rights etc)	应当享有的权利或自由	7
不成	bu4 cheng2	won't do	行不通不可接受	6
