word	pinyin	english	chinese	num_sentences_needed
朋友	peng2 you5	friend	交往的友人或可信赖的伙伴	9
中的	zhong4 di4	to hit the target	击中或命中目标	9
中的	zhong4 di4	(fig.) to hit the nail on the head	比喻说话或做法切中要害	9
表示	biao3 shi4	(of sth) to indicate; to signify; to show	事物表示或意味着某种情况	5
表示	biao3 shi4	expression; manifestation	表示或象征的行为或方式	9
元	Yuan2	Yuan dynasty (1279–1368)	元朝（1279—1368年）	9
元	yuan2	currency unit (esp. Chinese yuan)	货币单位人民币的基本单位	9
元	yuan2	(bound form) first; original; primary	最初的原始的	9
元	yuan2	(bound form) basic; fundamental	基本的根本的	9
元	yuan2	(bound form) constituent; part	组成的成分要素	9
