word	pinyin	english	chinese	num_sentences_needed
部署	bu4 shu3	deployment	安排或配置的过程或结果	7
在家	zai4 jia1	to be at home	身处家中	7
在家	zai4 jia1	(at a workplace) to be in (as opposed to being away on official business 出差[chu1 chai1])	在单位或岗位上未出差在岗	5
在家	zai4 jia1	(Buddhism etc) to remain a layman (as opposed to becoming a monk or a nun 出家[chu1 jia1])	保留俗家身份不出家为僧尼	7
支	Zhi1	surname Zhi	支姓	7
支	zhi1	to support	支撑或扶持	7
支	zhi1	to sustain	维持或保持	7
支	zhi1	to erect	竖立或搭建	7
支	zhi1	to raise	举起或抬高	7
支	zhi1	branch	枝条或分支	7
