word	pinyin	english	chinese	num_sentences_needed
玩弄	wan2 nong4	to dally with	与人轻浮地交往	6
玩弄	wan2 nong4	to engage in	从事某种活动或行为	6
玩弄	wan2 nong4	to resort to	采用手段或利用某物为所用	6
现代音乐	xian4 dai4 yin1 yue4	modern music	以现代作曲技法为主的音乐	6
现代音乐	xian4 dai4 yin1 yue4	contemporary music	当代创作或演出的音乐	6
扁	Pian1	surname Pian	扁姓	6
抬头	tai2 tou2	to raise one's head; to look up	抬起头来向上看	6
抬头	tai2 tou2	(fig.) to begin to emerge; to show signs of growth	开始出现起色或有发展迹象	6
抬头	tai2 tou2	(commerce) account name, or space for writing the name on checks, bills etc	票据账单上填写名称的栏位	6
其后	qi2 hou4	next	接着	6
