word	pinyin	english	chinese	num_sentences_needed
布尔	Bu4 er3	(math.) Boolean	布尔代数或布尔逻辑二值运算	6
希尔	Xi1 er3	Hill (name)	希尔姓或人名	6
希尔	Xi1 er3	Christopher Hill, US undersecretary of state of East Asian affairs	美国东亚事务副国务卿克里斯托弗·希尔	6
旧派	jiu4 pai4	old school	传统的学派或流派	6
旧派	jiu4 pai4	conservative faction	主张保守的政治派系	6
住户	zhu4 hu4	household	居住的家庭或户口单位	6
住户	zhu4 hu4	inhabitant	居住在某地的人	1
住户	zhu4 hu4	householder	户主或家庭负责人	6
强烈反对	qiang2 lie4 fan3 dui4	to oppose strongly	坚决采取行动或言辞反对	6
强烈反对	qiang2 lie4 fan3 dui4	violently opposed to	在态度或情感上强烈反对	6
