word	pinyin	english	chinese	num_sentences_needed
特别感谢	te4 bie2 gan3 xie4	special thanks	对特定个人或团体表示专门感谢	6
特别感谢	te4 bie2 gan3 xie4	particular thanks	尤为表示的感谢或特别致谢词	6
保全	bao3 quan2	to preserve	保存完整不使灭失	6
保全	bao3 quan2	to maintain	维护使其持续或正常	6
保全	bao3 quan2	to keep in good repair	保持设备或事物完好	5
保全	bao3 quan2	(Tw) security guard	负责保护的人或警卫	6
保护神	bao3 hu4 shen2	patron saint	宗教或民间信仰中的守护神	6
保护神	bao3 hu4 shen2	guardian angel	比喻保护人的庇护者	6
投产	tou2 chan3	to put into production	开始投入生产	1
投产	tou2 chan3	to put into operation	投入运行或开始运作	6
