word	pinyin	english	chinese	num_sentences_needed
困惑	kun4 huo4	confused	意识混乱导致难以判断	6
困惑	kun4 huo4	difficult problem	难以解决的疑难问题	6
困惑	kun4 huo4	perplexity	心中充满疑虑和不解	6
土豆	tu3 dou4	potato (CL:個|个[ge4])	马铃薯，一种块茎蔬菜	6
土豆	tu3 dou4	(Tw) peanut (CL:顆|颗[ke1])	花生，某些方言中称为土豆	6
团年	tuan2 nian2	(of a family) to come together at lunar New Year's Eve	除夕时全家聚在一起团圆	6
团年	tuan2 nian2	family reunion at New Year's	春节期间亲人相聚的家庭团圆	6
改装	gai3 zhuang1	to change one's costume	更换服装或戏装	4
改装	gai3 zhuang1	to repackage	重新包装商品	6
改装	gai3 zhuang1	to remodel	对建筑或物件改造	6
