word	pinyin	english	chinese	num_sentences_needed
走字	zou3 zi4	(of a utility meter, odometer etc) to register; to advance; to click over	仪表或里程表记录数值	6
碎	sui4	(transitive or intransitive) to break into pieces; to shatter; to crumble	被打碎或使成碎块	6
碎	sui4	broken; fragmentary; scattered	碎裂的，呈零散碎片状	6
碎	sui4	garrulous	喋喋不休，爱说话的	6
摇滚	yao2 gun3	rock 'n' roll (music)	一种节奏强烈的现代音乐风格	6
摇滚	yao2 gun3	to rock	使前后或左右猛烈摇晃	6
摇滚	yao2 gun3	to fall off	从高处或支撑物上掉落脱落	6
路口	lu4 kou3	crossing	道路交叉处	1
路口	lu4 kou3	intersection (of roads)	多条道路汇合的十字路口	6
避	bi4	to avoid	回避或不接近某人或事	6
