word	pinyin	english	chinese	num_sentences_needed
盛会	sheng4 hui4	pageant	盛大的庆典表演	6
盛会	sheng4 hui4	distinguished meeting	名流参加的重要集会	6
十七	shi2 qi1	seventeen	数目十七	6
十七	shi2 qi1	17	数字十七	6
直接竞争	zhi2 jie1 jing4 zheng1	direct competitor	直接的竞争对手	6
直接竞争	zhi2 jie1 jing4 zheng1	direct competition	直接发生的竞争关系	6
化身	hua4 shen1	incarnation	神或理念以具体形象出现的化身	4
化身	hua4 shen1	reincarnation	灵魂或精神在另一个生命中的再生	6
化身	hua4 shen1	embodiment (of abstract idea)	抽象观念的具体体现或象征	1
化身	hua4 shen1	personification	将抽象特质人格化的形象或人物	6
