word	pinyin	english	chinese	num_sentences_needed
老路	lao3 lu4	beaten track	被反复走过的蹊径或老路	7
老路	lao3 lu4	conventional behavior	习以为常的做法或行为方式	7
和解	he2 jie3	to settle (a dispute out of court)	庭外解决纠纷的和解方式	7
和解	he2 jie3	to reconcile	恢复或修复人与人之间的关系	7
和解	he2 jie3	settlement	达成的和解协议或处理结果	7
和解	he2 jie3	conciliation	调停促成双方和好的过程	7
和解	he2 jie3	to become reconciled	双方变得和好或重归于好的状态	2
进学	jin4 xue2	to advance one's learning	进修学习以提高学识	7
进学	jin4 xue2	to enter the prefecture school under the imperial examination system	进入州学或官办学校就读	7
发回	fa1 hui2	to send back	把文件或物件送回发出方	7
