word	pinyin	english	chinese	num_sentences_needed
轻视	qing1 shi4	contemptuous	表现出蔑视的	6
轻视	qing1 shi4	to despise	鄙视或看不起	6
轻视	qing1 shi4	to scorn	蔑视并贬低他人	6
轻视	qing1 shi4	scornful	带有轻蔑之情的	6
总合	zong3 he2	to collect together	收集并合并在一起	6
总合	zong3 he2	to add up	把数目相加求和	6
总合	zong3 he2	altogether	合起来的总和	5
总管	zong3 guan3	to be in charge of (a major area of responsibility)	负责某项重大事务或职责的人	1
总管	zong3 guan3	person in charge; manager	主管或管理某部门的负责人	6
总管	zong3 guan3	(old) butler (of a rich family); chief steward	旧时富户家的总管或管家	6
