word	pinyin	english	chinese	num_sentences_needed
早晚	zao3 wan3	(coll.) (this, or that) point of time	某一时刻的口语说法	5
诛	zhu1	to put (a criminal) to death	处以死刑	6
诛	zhu1	to punish	惩罚或施以制裁	6
初心	chu1 xin1	(one's) original intention, aspiration etc	最初的意愿或本心	1
初心	chu1 xin1	"(Buddhism) ""beginner's mind"" (i.e. having an attitude of openness when studying a subject just as a beginner in that subject would)"	佛教所指的初学者心态，保持开放和谦逊	6
常年	chang2 nian2	all year round	全年不间断	6
常年	chang2 nian2	for years on end	多年持续不断	1
常年	chang2 nian2	average year	统计或气象学的平均年值	3
别论	bie2 lun4	a different matter	另属一回事不可类比	6
别论	bie2 lun4	another story	是另一种情况另当别论	6
