word	pinyin	english	chinese	num_sentences_needed
老朋友	lao3 peng2 you5	menstruation	女性的生理性月经	6
透明度	tou4 ming2 du4	transparency	透明程度	6
透明度	tou4 ming2 du4	(policy of) openness	政策或制度的公开透明	6
考证	kao3 zheng4	to do textual research	通过考据校勘对文献进行研究	6
考证	kao3 zheng4	to make textual criticism	分析文本以纠正或注释原文	6
考证	kao3 zheng4	to verify by means of research (esp. historical details)	用研究方法核实历史或事实细节	1
考证	kao3 zheng4	to take an exam to get a certificate (abbr. for 考取證件|考取证件[kao3 qu3 zheng4 jian4])	参加考试以取得证书或资格	6
闻到	wen2 dao4	to smell	嗅到气味	6
闻到	wen2 dao4	to sniff sth out	嗅出并找出	6
闻到	wen2 dao4	to perceive by smelling	通过嗅觉察觉到	6
