word	pinyin	english	chinese	num_sentences_needed
安	an1	safe; secure; in good health	平安健康无恙	8
安	an1	content; satisfied (as in 安於|安于[an1 yu2])	满足安心	8
安	an1	to place (sb) in a suitable position (job)	把人安置到合适职位	8
安	an1	to install; to fix; to fit	安装固定或装配设备	8
安	an1	to bring (a charge against sb)	把罪名强加于人	8
安	an1	to harbor (certain intentions)	怀有某种想法或企图	8
安	an1	ampere (abbr. for 安培[an1 pei2])	安培的简称	8
实际上	shi2 ji4 shang4	in fact	事实上	8
实际上	shi2 ji4 shang4	in reality	在现实中存在的情形	8
实际上	shi2 ji4 shang4	as a matter of fact	用于引出真实情况或纠正误解	8
