word	pinyin	english	chinese	num_sentences_needed
从	cong2	(used before a negative) ever	置于否定词前表示曾经	10
从	cong2	(bound form) (Taiwan pr. [zong4]) retainer; attendant	侍从或随从	10
从	cong2	(bound form) (Taiwan pr. [zong4]) assistant; auxiliary; subordinate	助理或副手	10
从	cong2	(bound form) (Taiwan pr. [zong4]) related by common paternal grandfather or earlier ancestor	同宗亲属	10
好	hao3	good	良好或善良	10
好	hao3	appropriate; proper	适宜或恰当	10
好	hao3	all right!	表示同意的感叹词	10
好	hao3	(before a verb) easy to	表示易于做某事	10
好	hao3	(before a verb) good to	表示有利于做某事	10
好	hao3	(before an adjective for exclamatory effect) so	用于形容词前作感叹表示程度高	10
